"Study.Area","Year","Month","Day","Visit.Start.Date","Visit.Start.Time","Air.Temperature..C.","Field.Observer.Name","UTM.Zone","UTM.Easting","UTM.Northing","Longitude..DD.","Latitude..DD.","Geographic.Coordinate.Source","Species.Code","Animal.ID","Count","Survey.Observation.Note","Inventory.Method","Det.Type","Life.Stage.Code","Activity.Code","Feature.Type","Sign.Type.Code","Adult.Males","Adult.Females","Adults...Unclassified.Sex","Juveniles...Unclassified.Sex","Males...Unclassified.Life.Stage","Females...Unclassified.Life.Stage","Unclassified.Life.Stage.and.Sex","Eggs","Hatchlings","Fledglings","Plot.Width","Plot.Height","Site.Region","Reg.Plot.Width","Reg.Plot.Height"
"Mahoney Lake Ecological Reserve",2018,7,1,"2018-07-01",0,22,"Kathryn Mccourt",11,312142,5463220,-119.58369,49.29282,"Sample Station - Centroid","B-PBGR","",2,"","","UNK",NA,"","","",NA,NA,1,1,NA,NA,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2018,7,1,"2018-07-01",0,22,"Kathryn Mccourt",11,312384,5462829,-119.58018,49.28938,"Sample Station - Centroid","B-MALL","",6,"","","UNK",NA,"","","",NA,1,NA,5,NA,NA,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2018,7,1,"2018-07-01",0,22,"Kathryn Mccourt",11,312142,5463220,-119.58369,49.29282,"Sample Station - Centroid","B-MALL","",5,"","","UNK",NA,"","","",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2018,7,1,"2018-07-01",0,22,"Kathryn Mccourt",11,312142,5463220,-119.58369,49.29282,"Sample Station - Centroid","B-RNDU","",31,"likely in migration","","UNK",NA,"","","",30,1,NA,NA,NA,NA,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2018,7,1,"2018-07-01",0,22,"Kathryn Mccourt",11,312142,5463220,-119.58369,49.29282,"Sample Station - Centroid","B-SPSA","",2,"","","UNK",NA,"","","",NA,NA,1,1,NA,NA,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2019,7,7,"2019-07-07",0,17,"Kathryn Mccourt",11,312384,5462829,-119.58018,49.28938,"Sample Station - Centroid","B-AMCO","",4,"","","UNK",NA,"","","",NA,NA,2,2,NA,NA,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2019,7,7,"2019-07-07",840,17,"Kathryn Mccourt",11,312142,5463220,-119.58369,49.29282,"Sample Station - Centroid","B-AMCO","",12,"","","UNK",NA,"","","",NA,NA,5,7,NA,NA,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2019,7,7,"2019-07-07",0,17,"Kathryn Mccourt",11,312105,5462391,-119.58381,49.28536,"Sample Station - Centroid","B-AMCO","",3,"","","UNK",NA,"","","",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2019,7,7,"2019-07-07",0,17,"Kathryn Mccourt",11,312142,5463220,-119.58369,49.29282,"Sample Station - Centroid","G-GOEY","",9,"","","UNK",NA,"","","",NA,1,NA,8,NA,NA,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2019,7,7,"2019-07-07",0,17,"Kathryn Mccourt",11,312384,5462829,-119.58018,49.28938,"Sample Station - Centroid","B-RUDU","",3,"","","UNK",NA,"","","",2,1,NA,NA,NA,NA,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2019,7,7,"2019-07-07",0,17,"Kathryn Mccourt",11,312142,5463220,-119.58369,49.29282,"Sample Station - Centroid","B-RUDU","",8,"","","UNK",NA,"","","",2,2,NA,4,NA,NA,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2019,7,7,"2019-07-07",0,17,"Kathryn Mccourt",11,312384,5462829,-119.58018,49.28938,"Sample Station - Centroid","B-PBGR","",3,"","","UNK",NA,"","","",NA,NA,2,1,NA,NA,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2019,7,7,"2019-07-07",0,17,"Kathryn Mccourt",11,312142,5463220,-119.58369,49.29282,"Sample Station - Centroid","B-PBGR","",8,"","","UNK",NA,"","","",NA,NA,4,4,NA,NA,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2019,7,7,"2019-07-07",0,17,"Kathryn Mccourt",11,312142,5463220,-119.58369,49.29282,"Sample Station - Centroid","B-MALL","",6,"","","UNK",NA,"","","",NA,3,NA,3,NA,NA,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2019,7,7,"2019-07-07",0,17,"Kathryn Mccourt",11,312142,5463220,-119.58369,49.29282,"Sample Station - Centroid","G-SCAP","",22,"","","UNK",NA,"","","",NA,NA,2,20,NA,NA,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2019,7,7,"2019-07-07",0,17,"Kathryn Mccourt",11,312142,5463220,-119.58369,49.29282,"Sample Station - Centroid","B-SPSA","",1,"","","UNK",NA,"","","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2020,6,30,"2020-06-30",1515,18,"Kathryn Mccourt",11,312384,5462829,-119.58018,49.28938,"Sample Station - Centroid","B-AMCO","",5,"","","UNK",NA,"","","",NA,NA,4,1,NA,NA,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2020,6,30,"2020-06-30",1515,18,"Kathryn Mccourt",11,312142,5463220,-119.58369,49.29282,"Sample Station - Centroid","B-AMCO","",10,"","","UNK",NA,"","","",NA,NA,8,4,NA,NA,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2020,6,30,"2020-06-30",1515,18,"Kathryn Mccourt",11,312105,5462391,-119.58381,49.28536,"Sample Station - Centroid","B-AMCO","",2,"","","UNK",NA,"","","",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2020,6,30,"2020-06-30",1515,18,"Kathryn Mccourt",11,312142,5463220,-119.58369,49.29282,"Sample Station - Centroid","B-RUDU","",6,"","","UNK",NA,"","","",NA,NA,NA,NA,4,2,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2020,6,30,"2020-06-30",1515,18,"Kathryn Mccourt",11,312142,5463220,-119.58369,49.29282,"Sample Station - Centroid","B-CAGO","",11,"","","UNK",NA,"","","",NA,NA,4,7,NA,NA,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2020,6,30,"2020-06-30",1515,18,"Kathryn Mccourt",11,312384,5462829,-119.58018,49.28938,"Sample Station - Centroid","B-PBGR","",1,"","","UNK",NA,"","","",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2020,6,30,"2020-06-30",1515,18,"Kathryn Mccourt",11,312142,5463220,-119.58369,49.29282,"Sample Station - Centroid","B-PBGR","",3,"","","UNK",NA,"","","",NA,NA,NA,1,1,1,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2020,6,30,"2020-06-30",1515,18,"Kathryn Mccourt",11,312105,5462391,-119.58381,49.28536,"Sample Station - Centroid","B-PBGR","",2,"","","UNK",NA,"","","",NA,NA,NA,1,NA,1,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2020,6,30,"2020-06-30",1515,18,"Kathryn Mccourt",11,312142,5463220,-119.58369,49.29282,"Sample Station - Centroid","B-MALL","",3,"","","UNK",NA,"","","",NA,NA,NA,NA,2,1,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2020,6,30,"2020-06-30",1515,18,"Kathryn Mccourt",11,312105,5462391,-119.58381,49.28536,"Sample Station - Centroid","B-MALL","",13,"","","UNK",NA,"","","",NA,NA,NA,11,NA,2,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2020,6,30,"2020-06-30",1515,18,"Kathryn Mccourt",11,312142,5463220,-119.58369,49.29282,"Sample Station - Centroid","B-SPSA","",3,"nest on east side of lake?","","UNK",NA,"","","",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2021,6,25,"2021-06-25",0,NA,"Kathryn Mccourt",11,312384,5462829,-119.58018,49.28938,"Sample Station - Centroid","B-AMCO","",2,"American Coot","","VI",NA,"","","",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2021,6,25,"2021-06-25",0,NA,"Kathryn Mccourt",11,312337,5463178,-119.58099,49.2925,"Sample Station - Centroid","B-AMCO","",4,"American Coot","","VI",NA,"","","",NA,NA,2,2,NA,NA,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2021,6,25,"2021-06-25",0,NA,"Kathryn Mccourt",11,312448,5462495,-119.57915,49.2864,"Sample Station - Centroid","B-CAGO","",23,"Canada Goose","","VI",NA,"","","",NA,NA,8,15,NA,NA,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2021,6,25,"2021-06-25",0,NA,"Kathryn Mccourt",11,312337,5463178,-119.58099,49.2925,"Sample Station - Centroid","B-PBGR","",3,"Pied-Billed Grebe","","VI",NA,"","","",NA,NA,2,1,NA,NA,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2021,6,25,"2021-06-25",0,NA,"Kathryn Mccourt",11,312233,5462420,-119.58207,49.28566,"Sample Station - Centroid","B-PBGR","",2,"","","VI",NA,"","","",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2021,6,25,"2021-06-25",0,NA,"Kathryn Mccourt",11,312142,5463220,-119.58369,49.29282,"Sample Station - Centroid","B-MALL","",5,"Mallard","","VI",NA,"","","",NA,1,NA,4,NA,NA,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2021,6,25,"2021-06-25",0,NA,"Kathryn Mccourt",11,312448,5462495,-119.57915,49.2864,"Sample Station - Centroid","B-MALL","",3,"","","VI",NA,"","","",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2021,6,25,"2021-06-25",0,NA,"Kathryn Mccourt",11,312384,5462829,-119.58018,49.28938,"Sample Station - Centroid","B-SPSA","",1,"Spotted Sandpiper heard","","CA",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2021,6,25,"2021-06-25",0,NA,"Kathryn Mccourt",11,312337,5463178,-119.58099,49.2925,"Sample Station - Centroid","B-SPSA","",1,"Spotted Sandpiper heard","","CA",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Mahoney Lake Ecological Reserve",2021,6,25,"2021-06-25",0,NA,"Kathryn Mccourt",11,312233,5462420,-119.58207,49.28566,"Sample Station - Centroid","B-SPSA","",2,"","","VI",NA,"","","",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,8,6,"Kootenay Okanagan",14,7
"Misty Lake Ecological Reserve",2014,4,9,"2014-04-09",0,5,"Mac Willing",9,622446,5607346,-127.26959,50.60514,"Sample Station - Centroid","B-BUFF","",6,"","","UNK",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,"West Coast",13,13
"Misty Lake Ecological Reserve",2014,4,9,"2014-04-09",0,5,"Mac Willing",9,622446,5607346,-127.26959,50.60514,"Sample Station - Centroid","B-BUFF","",15,"","","UNK",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,"West Coast",13,13
"Misty Lake Ecological Reserve",2014,4,9,"2014-04-09",0,5,"Mac Willing",9,622446,5607346,-127.26959,50.60514,"Sample Station - Centroid","B-CAGO","",0,"Evidence of Canada goose from winter.","","UNK",NA,"","","DC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,"West Coast",13,13
"Misty Lake Ecological Reserve",2015,3,30,"2015-03-30",1215,11,"Jessie Moore",9,622446,5607346,-127.26959,50.60514,"Sample Station - Centroid","B-BUFF","",6,"","","UNK",NA,"","","",4,2,NA,NA,NA,NA,NA,NA,NA,NA,8,4,"West Coast",13,13
"Misty Lake Ecological Reserve",2015,3,30,"2015-03-30",1335,11,"Jessie Moore",9,622446,5607346,-127.26959,50.60514,"Sample Station - Centroid","B-BUFF","",4,"","visual scan","VI",NA,"","","",2,2,NA,NA,NA,NA,NA,NA,NA,NA,8,4,"West Coast",13,13
"Misty Lake Ecological Reserve",2015,3,30,"2015-03-30",1340,11,"Jessie Moore",9,622446,5607346,-127.26959,50.60514,"Sample Station - Centroid","OR-ANSERIFORMES","",3,"","visual scan","VI",NA,"","","",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,8,4,"West Coast",13,13
"Misty Lake Ecological Reserve",2016,3,31,"2016-03-31",810,10,"Mac Willing",9,622973,5607292,-127.26217,50.60455,"Sample Station - Centroid","B-BUFF","",4,"2 pairs in different locations. Observations made using 8x30 binoculars & 21 power spotting scope","","UNK",NA,"","","",2,2,NA,NA,NA,NA,NA,NA,NA,NA,8,4,"West Coast",13,13
"Misty Lake Ecological Reserve",2016,3,31,"2016-03-31",810,10,"Mac Willing",9,622446,5607346,-127.26959,50.60514,"Sample Station - Centroid","GE-AYTHYA","",2,"Flying down stream out of view;  Water level approximately 30cm below high water floated debris. Observations made using 8x30 binoculars & 21 power spotting scope                                                                                                                                                     Observations were made using 8x25 binoculars and Celestron Ultima 65 spotting scope.","visual scan","UNK",NA,"","","",1,1,NA,NA,NA,NA,NA,NA,NA,NA,8,4,"West Coast",13,13
"Misty Lake Ecological Reserve",2016,3,31,"2016-03-31",810,10,"Mac Willing",9,622446,5607346,-127.26959,50.60514,"Sample Station - Centroid","GE-AYTHYA","",1,"Feeding. Observations made using 8x30 binoculars & 21 power spotting scope","","UNK",NA,"","","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,8,4,"West Coast",13,13
"Misty Lake Ecological Reserve",2016,3,31,"2016-03-31",810,10,"Mac Willing",9,622973,5607292,-127.26217,50.60455,"Sample Station - Centroid","GE-AYTHYA","",8,"4 pairs in different locations. Observations made using 8x30 binoculars & 21 power spotting scope","","UNK",NA,"","","",4,4,NA,NA,NA,NA,NA,NA,NA,NA,8,4,"West Coast",13,13
"Misty Lake Ecological Reserve",2016,3,31,"2016-03-31",810,10,"Mac Willing",9,622446,5607346,-127.26959,50.60514,"Sample Station - Centroid","OR-ANSERIFORMES","",3,"species unidentified. Observations made using 8x30 binoculars & 21 power spotting scope","","UNK",NA,"","","",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,8,4,"West Coast",13,13
"Misty Lake Ecological Reserve",2016,3,31,"2016-03-31",810,10,"Mac Willing",9,623100,5607264,-127.26038,50.60427,"Sample Station - Centroid","NULL","",0,"*No waterfowl observed at this point. Observations made using 8x30 binoculars & 21 power spotting scope","","UNK",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,"West Coast",13,13
"Misty Lake Ecological Reserve",2017,5,17,"2017-05-17",1430,NA,"Mac Willing",9,622446,5607346,-127.26959,50.60514,"Sample Station - Centroid","NULL","",0,"*No waterfowl observed - see incidental observations for other bird species","visual scan","UNK",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,"West Coast",13,13
"Misty Lake Ecological Reserve",2017,5,17,"2017-05-17",1430,NA,"Mac Willing",9,622973,5607292,-127.26217,50.60455,"Sample Station - Centroid","NULL","",0,"*No waterfowl observed - see incidental observations for other bird species","visual scan","UNK",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,"West Coast",13,13
"Misty Lake Ecological Reserve",2017,5,17,"2017-05-17",1430,NA,"Mac Willing",9,623100,5607264,-127.26038,50.60427,"Sample Station - Centroid","NULL","",0,"*No waterfowl observed - see incidental observations for other bird species","visual scan","UNK",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,"West Coast",13,13
"Misty Lake Ecological Reserve",2018,3,30,"2018-03-30",0,11,"Jessie Moore",9,622446,5607346,-127.26959,50.60514,"Sample Station - Centroid","B-BUFF","",6,"","","UNK",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,"West Coast",13,13
"Misty Lake Ecological Reserve",2018,3,30,"2018-03-30",0,11,"Jessie Moore",9,622446,5607346,-127.26959,50.60514,"Sample Station - Centroid","B-BUFF","",4,"","","UNK",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,"West Coast",13,13
"Misty Lake Ecological Reserve",2018,3,30,"2018-03-30",0,11,"Jessie Moore",9,622446,5607346,-127.26959,50.60514,"Sample Station - Centroid","FA-ANATIDAE","",3,"","","UNK",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,"West Coast",13,13
"Misty Lake Ecological Reserve",2019,3,20,"2019-03-20",0,18,"Jessie Moore",9,622446,5607346,-127.26959,50.60514,"Sample Station - Centroid","B-BUFF","",7,"","","UNK",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,"West Coast",13,13
"Misty Lake Ecological Reserve",2019,3,20,"2019-03-20",0,18,"Jessie Moore",9,622446,5607346,-127.26959,50.60514,"Sample Station - Centroid","B-BUFF","",10,"","","UNK",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,"West Coast",13,13
"Misty Lake Ecological Reserve",2019,3,20,"2019-03-20",0,18,"Jessie Moore",9,622446,5607346,-127.26959,50.60514,"Sample Station - Centroid","B-BUFF","",6,"May have been non breeding males.","","UNK",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,"West Coast",13,13
"Misty Lake Ecological Reserve",2019,3,20,"2019-03-20",0,18,"Jessie Moore",9,622446,5607346,-127.26959,50.60514,"Sample Station - Centroid","GE-MERGUS","",1,"","","UNK",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,"West Coast",13,13
"Misty Lake Ecological Reserve",2019,3,20,"2019-03-20",0,18,"Jessie Moore",9,622446,5607346,-127.26959,50.60514,"Sample Station - Centroid","GE-MERGUS","",2,"","","UNK",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,"West Coast",13,13
"Naikoon Park",2014,5,3,"2014-05-03",1400,NA,"Lucy Stefanyk",9,305597,5940290,-131.93632,53.57538,"Sample Station - Centroid","B-MALL","",4,"","","UNK",NA,"","","",2,2,NA,NA,NA,NA,NA,NA,NA,NA,8,2,"West Coast",13,13
"Naikoon Park",2015,5,14,"2015-05-14",0,18,"Lucy Stefanyk",9,305597,5940290,-131.93632,53.57538,"Sample Station - Centroid","B-SACR","",1,"Sandhill cranes in vicinity of wetland.  Count unknown.","visual scan","VI",NA,"","","",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8,2,"West Coast",13,13
"Naikoon Park",2015,5,14,"2015-05-14",0,18,"Lucy Stefanyk",9,305597,5940290,-131.93632,53.57538,"Sample Station - Centroid","B-MALL","",6,"3 pairs; suspected nest nearby;","visual scan","VI",NA,"","","",3,3,NA,NA,NA,NA,NA,NA,NA,NA,8,2,"West Coast",13,13
"Naikoon Park",2017,3,28,"2017-03-28",0,15,"Lucy Stefanyk",9,305597,5940290,-131.93632,53.57538,"Sample Station - Centroid","B-MALL","",4,"","visual scan","VI",NA,"","","",2,2,NA,NA,NA,NA,NA,NA,NA,NA,8,2,"West Coast",13,13
"Nazko Lake Park",2013,5,7,"2013-05-07",1415,NA,"Chris Armstrong",10,459805,5801800,-123.59032,52.365,"Sample Station - Centroid","B-SACR","",2,"","","UNK",NA,"","","",1,1,NA,NA,NA,NA,NA,NA,NA,NA,8,5,"Thompson Cariboo",15,9.5
"Nazko Lake Park",2013,5,7,"2013-05-07",1415,NA,"Chris Armstrong",10,459805,5801800,-123.59032,52.365,"Sample Station - Centroid","B-CAGO","",2,"","","UNK",NA,"","","",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,8,5,"Thompson Cariboo",15,9.5
"Nazko Lake Park",2013,5,7,"2013-05-07",1415,NA,"Chris Armstrong",10,459805,5801800,-123.59032,52.365,"Sample Station - Centroid","B-MALL","",2,"","","UNK",NA,"","","",1,1,NA,NA,NA,NA,NA,NA,NA,NA,8,5,"Thompson Cariboo",15,9.5
"Nazko Lake Park",2015,5,25,"2015-05-25",1200,NA,"Chris Armstrong",10,459805,5801800,-123.59032,52.365,"Sample Station - Centroid","B-BUFF","",1,"On pond, left","visual scan","UNK",NA,"","","",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8,5,"Thompson Cariboo",15,9.5
"Nazko Lake Park",2015,5,25,"2015-05-25",1200,NA,"Chris Armstrong",10,459805,5801800,-123.59032,52.365,"Sample Station - Centroid","B-CAGO","",5,"Flew over","","UNK",NA,"","","",NA,NA,NA,NA,NA,NA,5,NA,NA,NA,8,5,"Thompson Cariboo",15,9.5
"Nazko Lake Park",2015,5,25,"2015-05-25",1200,NA,"Chris Armstrong",10,459805,5801800,-123.59032,52.365,"Sample Station - Centroid","B-COLO","",1,"Flew over pond","","UNK",NA,"","","",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8,5,"Thompson Cariboo",15,9.5
"Nazko Lake Park",2015,5,25,"2015-05-25",1200,NA,"Chris Armstrong",10,459805,5801800,-123.59032,52.365,"Sample Station - Centroid","GE-BUCEPHALA","",1,"In pond.  Golden Eye.","","UNK",NA,"","","",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8,5,"Thompson Cariboo",15,9.5
"Nazko Lake Park",2018,5,28,"2018-05-28",0,16,"Not Available",10,459805,5801800,-123.59032,52.365,"Sample Station - Centroid","B-BUFF","",1,"","","UNK",NA,"","","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,"Thompson Cariboo",15,9.5
"Nazko Lake Park",2019,5,23,"2019-05-23",1200,NA,"Not Available",10,459805,5801800,-123.59032,52.365,"Sample Station - Centroid","G-SCAP","",2,"","","UNK",NA,"","","",NA,NA,NA,NA,1,1,NA,NA,NA,NA,8,5,"Thompson Cariboo",15,9.5
"White Lake Park",2014,6,6,"2014-06-06",1700,NA,"Kirk Densmore",11,342052,5639002,-119.24533,50.88108,"Transect - Start","B-GBHE","",1,"","","UNK",NA,"","","",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8,3.5,"Thompson Cariboo",15,9.5
"White Lake Park",2014,6,6,"2014-06-06",1900,NA,"Kirk Densmore",11,342052,5639002,-119.24533,50.88108,"Transect - Start","B-COLO","",2,"","","UNK",NA,"","","",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,8,3.5,"Thompson Cariboo",15,9.5
"White Lake Park",2018,7,5,"2018-07-05",1145,28,"Andrea Zemnek",11,342052,5639002,-119.24533,50.88108,"Transect - Start","G-MERG","",1,"Common merganser (or red-breasted)","","UNK",NA,"","","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,8,3.5,"Thompson Cariboo",15,9.5
"White Lake Park",2018,7,5,"2018-07-05",1145,28,"Andrea Zemnek",11,342052,5639002,-119.24533,50.88108,"Transect - Start","G-GOEY","",1,"All waterfowl seen near cattail island at west side.","","UNK",NA,"","","",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,8,3.5,"Thompson Cariboo",15,9.5
"White Lake Park",2018,7,5,"2018-07-05",1145,28,"Andrea Zemnek",11,342052,5639002,-119.24533,50.88108,"Transect - Start","G-GOEY","",2,"Also seen near road when leaving.","","UNK",NA,"","","",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,8,3.5,"Thompson Cariboo",15,9.5
"White Lake Park",2021,6,20,"2021-06-20",1400,NA,"Not Available",11,342052,5639002,-119.24533,50.88108,"Transect - Start","B-HOME","",9,"with 7-8 ducklings - mohawk","","VI",NA,"","","",NA,NA,NA,8,NA,1,NA,NA,NA,NA,8,3.5,"Thompson Cariboo",15,9.5
"White Lake Park",2021,6,20,"2021-06-20",1200,NA,"Not Available",11,342052,5639002,-119.24533,50.88108,"Transect - Start","B-GBHE","",1,"Great Blue Heron","","VI",NA,"","","",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,8,3.5,"Thompson Cariboo",15,9.5
"White Lake Park",2021,6,20,"2021-06-20",1202,NA,"Not Available",11,342052,5639002,-119.24533,50.88108,"Transect - Start","B-COLO","",1,"Loon - nesting","","VI",NA,"","","",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8,3.5,"Thompson Cariboo",15,9.5
"White Lake Park",2024,6,10,"2024-06-10",0,21,"Lucus Friesen",11,342052,5639002,-119.24533,50.88108,"Transect - Start","B-COLO","",2,"Stayed near each other the entire LTEM.","","UNK",NA,"","","",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,8,3.5,"Thompson Cariboo",15,9.5
"White Lake Park",2024,6,10,"2024-06-10",0,21,"Lucus Friesen",11,342052,5639002,-119.24533,50.88108,"Transect - Start","B-MALL","",5,"One mother and 4 ducklings.","","UNK",NA,"","","",NA,1,NA,4,NA,NA,NA,NA,NA,NA,8,3.5,"Thompson Cariboo",15,9.5
"White Lake Park",2024,6,10,"2024-06-10",0,21,"Lucus Friesen",11,342052,5639002,-119.24533,50.88108,"Transect - Start","G-GOEY","",2,"","","UNK",NA,"","","",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,8,3.5,"Thompson Cariboo",15,9.5
"Wells Gray Park",2018,8,14,"2018-08-14",1130,19,"Vladi Gati",10,694163,5771761,-120.1675,52.06236,"Sample Station - Centroid","OR-ANSERIFORMES","",2,"no juveniles present. According to the head it could be golden eye (danli bigger head)/ We didn't get to close","","VI",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2.75,"Thompson Cariboo",15,9.5
"Wells Gray Park",2018,8,14,"2018-08-14",1105,19,"Vladi Gati",10,694163,5771761,-120.1675,52.06236,"Sample Station - Centroid","B-MALL","",1,"most likley mallard but we were not sure as we couldn't see very close","","VI",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2.75,"Thompson Cariboo",15,9.5
"Wells Gray Park",2019,7,21,"2019-07-21",0,NA,"Andrea Zemnek",10,693945,5771728,-120.1707,52.06214,"Transect - Start","B-COLO","",1,"Count not given, auditory.","CA","UNK",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2.75,"Thompson Cariboo",15,9.5
